contract,clause,confidence,model,mentioned
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,Minimum Commitment,low,gemini-3.1-pro,False
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,Minimum Commitment,low,gpt-5.6-terra,True
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,Minimum Commitment,low,llama-3.3-70b,False
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,Post-Termination Services,medium,claude-sonnet-5,False
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,Post-Termination Services,medium,deepseek-v4-pro,False
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,Post-Termination Services,medium,gemini-3.1-pro,False
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,Post-Termination Services,medium,gpt-5.6-terra,False
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,Post-Termination Services,medium,llama-3.3-70b,False
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,Warranty Duration,high,claude-sonnet-5,True
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,Warranty Duration,high,deepseek-v4-pro,True
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,Warranty Duration,high,gemini-3.1-pro,True
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,Warranty Duration,high,gpt-5.6-terra,True
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,Warranty Duration,high,llama-3.3-70b,False
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Anti-Assignment,high,claude-sonnet-5,True
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Anti-Assignment,high,deepseek-v4-pro,True
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Anti-Assignment,high,gemini-3.1-pro,False
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Anti-Assignment,high,gpt-5.6-terra,True
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Anti-Assignment,high,llama-3.3-70b,False
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Expiration Date,medium,claude-sonnet-5,True
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Expiration Date,medium,deepseek-v4-pro,True
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Expiration Date,medium,gemini-3.1-pro,False
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Expiration Date,medium,gpt-5.6-terra,False
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Expiration Date,medium,llama-3.3-70b,False
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Termination For Convenience,high,claude-sonnet-5,True
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Termination For Convenience,high,deepseek-v4-pro,True
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Termination For Convenience,high,gemini-3.1-pro,True
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Termination For Convenience,high,gpt-5.6-terra,True
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Termination For Convenience,high,llama-3.3-70b,True
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,License Grant,high,claude-sonnet-5,True
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,License Grant,high,deepseek-v4-pro,True
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,License Grant,high,gemini-3.1-pro,True
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,License Grant,high,gpt-5.6-terra,False
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,License Grant,high,llama-3.3-70b,False
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Post-Termination Services,medium,claude-sonnet-5,False
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Post-Termination Services,medium,deepseek-v4-pro,False
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Post-Termination Services,medium,gemini-3.1-pro,False
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Post-Termination Services,medium,gpt-5.6-terra,True
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Post-Termination Services,medium,llama-3.3-70b,False
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Ip Ownership Assignment,high,claude-sonnet-5,False
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Ip Ownership Assignment,high,deepseek-v4-pro,True
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Ip Ownership Assignment,high,gemini-3.1-pro,True
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Ip Ownership Assignment,high,gpt-5.6-terra,False
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Ip Ownership Assignment,high,llama-3.3-70b,False
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Anti-Assignment,high,claude-sonnet-5,True
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Anti-Assignment,high,deepseek-v4-pro,True
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Anti-Assignment,high,gemini-3.1-pro,False
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Anti-Assignment,high,gpt-5.6-terra,True
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Anti-Assignment,high,llama-3.3-70b,False
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Cap On Liability,high,claude-sonnet-5,True
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Cap On Liability,high,deepseek-v4-pro,True
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Cap On Liability,high,gemini-3.1-pro,True
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Cap On Liability,high,gpt-5.6-terra,True
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Cap On Liability,high,llama-3.3-70b,True
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Uncapped Liability,high,claude-sonnet-5,False
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Uncapped Liability,high,deepseek-v4-pro,False
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Uncapped Liability,high,gemini-3.1-pro,False
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Uncapped Liability,high,gpt-5.6-terra,False
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Uncapped Liability,high,llama-3.3-70b,False
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Renewal Term,high,claude-sonnet-5,True
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Renewal Term,high,deepseek-v4-pro,True
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Renewal Term,high,gemini-3.1-pro,True
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Renewal Term,high,gpt-5.6-terra,True
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Renewal Term,high,llama-3.3-70b,True
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,License Grant,high,claude-sonnet-5,True
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,License Grant,high,deepseek-v4-pro,True
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,License Grant,high,gemini-3.1-pro,False
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,License Grant,high,gpt-5.6-terra,True
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,License Grant,high,llama-3.3-70b,False
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Non-Transferable License,high,claude-sonnet-5,False
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Non-Transferable License,high,deepseek-v4-pro,False
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Non-Transferable License,high,gemini-3.1-pro,False
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Non-Transferable License,high,gpt-5.6-terra,False
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Non-Transferable License,high,llama-3.3-70b,False
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Post-Termination Services,medium,claude-sonnet-5,True
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Post-Termination Services,medium,deepseek-v4-pro,False
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Post-Termination Services,medium,gemini-3.1-pro,False
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Post-Termination Services,medium,gpt-5.6-terra,True
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Post-Termination Services,medium,llama-3.3-70b,False
BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,Expiration Date,medium,claude-sonnet-5,False
BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,Expiration Date,medium,deepseek-v4-pro,False
BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,Expiration Date,medium,gemini-3.1-pro,False
BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,Expiration Date,medium,gpt-5.6-terra,False
BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,Expiration Date,medium,llama-3.3-70b,False
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Anti-Assignment,high,claude-sonnet-5,True
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Anti-Assignment,high,deepseek-v4-pro,False
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Anti-Assignment,high,gemini-3.1-pro,False
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Anti-Assignment,high,gpt-5.6-terra,True
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Anti-Assignment,high,llama-3.3-70b,False
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Cap On Liability,high,claude-sonnet-5,True
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Cap On Liability,high,deepseek-v4-pro,True
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Cap On Liability,high,gemini-3.1-pro,True
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Cap On Liability,high,gpt-5.6-terra,True
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Cap On Liability,high,llama-3.3-70b,True
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Expiration Date,medium,claude-sonnet-5,True
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Expiration Date,medium,deepseek-v4-pro,False
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Expiration Date,medium,gemini-3.1-pro,False
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Expiration Date,medium,gpt-5.6-terra,True
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Expiration Date,medium,llama-3.3-70b,False
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,License Grant,high,claude-sonnet-5,True
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,License Grant,high,deepseek-v4-pro,False
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,License Grant,high,gemini-3.1-pro,False
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,License Grant,high,gpt-5.6-terra,True
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,License Grant,high,llama-3.3-70b,False
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Audit Rights,high,claude-sonnet-5,True
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Audit Rights,high,deepseek-v4-pro,True
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Audit Rights,high,gemini-3.1-pro,True
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Audit Rights,high,gpt-5.6-terra,True
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Audit Rights,high,llama-3.3-70b,False
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Non-Compete,high,claude-sonnet-5,True
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Non-Compete,high,deepseek-v4-pro,True
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Non-Compete,high,gemini-3.1-pro,False
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Non-Compete,high,gpt-5.6-terra,True
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Non-Compete,high,llama-3.3-70b,False
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Revenue/Profit Sharing,high,claude-sonnet-5,True
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Revenue/Profit Sharing,high,deepseek-v4-pro,True
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Revenue/Profit Sharing,high,gemini-3.1-pro,True
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Revenue/Profit Sharing,high,gpt-5.6-terra,True
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Revenue/Profit Sharing,high,llama-3.3-70b,False
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Minimum Commitment,low,claude-sonnet-5,False
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Minimum Commitment,low,deepseek-v4-pro,False
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Minimum Commitment,low,gemini-3.1-pro,True
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Minimum Commitment,low,gpt-5.6-terra,True
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Minimum Commitment,low,llama-3.3-70b,False
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Expiration Date,medium,claude-sonnet-5,True
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Expiration Date,medium,deepseek-v4-pro,True
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Expiration Date,medium,gemini-3.1-pro,True
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Expiration Date,medium,gpt-5.6-terra,False
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Expiration Date,medium,llama-3.3-70b,False
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",License Grant,high,claude-sonnet-5,True
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",License Grant,high,deepseek-v4-pro,True
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",License Grant,high,gemini-3.1-pro,True
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",License Grant,high,gpt-5.6-terra,True
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",License Grant,high,llama-3.3-70b,False
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Non-Transferable License,high,claude-sonnet-5,False
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Non-Transferable License,high,deepseek-v4-pro,False
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Non-Transferable License,high,gemini-3.1-pro,False
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Non-Transferable License,high,gpt-5.6-terra,False
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Non-Transferable License,high,llama-3.3-70b,False
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Insurance,high,claude-sonnet-5,True
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Insurance,high,deepseek-v4-pro,True
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Insurance,high,gemini-3.1-pro,False
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Insurance,high,gpt-5.6-terra,True
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Insurance,high,llama-3.3-70b,False
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Anti-Assignment,high,claude-sonnet-5,False
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Anti-Assignment,high,deepseek-v4-pro,False
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Anti-Assignment,high,gemini-3.1-pro,False
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Anti-Assignment,high,gpt-5.6-terra,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Anti-Assignment,high,llama-3.3-70b,False
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Cap On Liability,high,claude-sonnet-5,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Cap On Liability,high,deepseek-v4-pro,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Cap On Liability,high,gemini-3.1-pro,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Cap On Liability,high,gpt-5.6-terra,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Cap On Liability,high,llama-3.3-70b,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Expiration Date,medium,claude-sonnet-5,False
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Expiration Date,medium,deepseek-v4-pro,False
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Expiration Date,medium,gemini-3.1-pro,False
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Expiration Date,medium,gpt-5.6-terra,False
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Expiration Date,medium,llama-3.3-70b,False
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Renewal Term,high,claude-sonnet-5,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Renewal Term,high,deepseek-v4-pro,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Renewal Term,high,gemini-3.1-pro,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Renewal Term,high,gpt-5.6-terra,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Renewal Term,high,llama-3.3-70b,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Termination For Convenience,high,claude-sonnet-5,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Termination For Convenience,high,deepseek-v4-pro,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Termination For Convenience,high,gemini-3.1-pro,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Termination For Convenience,high,gpt-5.6-terra,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Termination For Convenience,high,llama-3.3-70b,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Irrevocable Or Perpetual License,high,claude-sonnet-5,False
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Irrevocable Or Perpetual License,high,deepseek-v4-pro,False
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Irrevocable Or Perpetual License,high,gemini-3.1-pro,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Irrevocable Or Perpetual License,high,gpt-5.6-terra,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Irrevocable Or Perpetual License,high,llama-3.3-70b,False
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Audit Rights,high,claude-sonnet-5,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Audit Rights,high,deepseek-v4-pro,False
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Audit Rights,high,gemini-3.1-pro,False
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Audit Rights,high,gpt-5.6-terra,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Audit Rights,high,llama-3.3-70b,False
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Insurance,high,claude-sonnet-5,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Insurance,high,deepseek-v4-pro,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Insurance,high,gemini-3.1-pro,False
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Insurance,high,gpt-5.6-terra,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Insurance,high,llama-3.3-70b,False
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Revenue/Profit Sharing,high,claude-sonnet-5,False
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Revenue/Profit Sharing,high,deepseek-v4-pro,False
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Revenue/Profit Sharing,high,gemini-3.1-pro,False
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Revenue/Profit Sharing,high,gpt-5.6-terra,False
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Revenue/Profit Sharing,high,llama-3.3-70b,False
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Warranty Duration,high,claude-sonnet-5,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Warranty Duration,high,deepseek-v4-pro,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Warranty Duration,high,gemini-3.1-pro,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Warranty Duration,high,gpt-5.6-terra,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Warranty Duration,high,llama-3.3-70b,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Liquidated Damages,high,claude-sonnet-5,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Liquidated Damages,high,deepseek-v4-pro,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Liquidated Damages,high,gemini-3.1-pro,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Liquidated Damages,high,gpt-5.6-terra,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Liquidated Damages,high,llama-3.3-70b,False
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,Renewal Term,high,claude-sonnet-5,True
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,Renewal Term,high,deepseek-v4-pro,True
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,Renewal Term,high,gemini-3.1-pro,True
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,Renewal Term,high,gpt-5.6-terra,True
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,Renewal Term,high,llama-3.3-70b,True
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,Termination For Convenience,high,claude-sonnet-5,True
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,Termination For Convenience,high,deepseek-v4-pro,True
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,Termination For Convenience,high,gemini-3.1-pro,True
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,Termination For Convenience,high,gpt-5.6-terra,True
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,Termination For Convenience,high,llama-3.3-70b,True
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,Warranty Duration,high,claude-sonnet-5,True
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,Warranty Duration,high,deepseek-v4-pro,True
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,Warranty Duration,high,gemini-3.1-pro,True
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,Warranty Duration,high,gpt-5.6-terra,True
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,Warranty Duration,high,llama-3.3-70b,False
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt",Anti-Assignment,high,claude-sonnet-5,True
